publisher,author,url,title,content,time,keyLine,query
Washington Post,Philip Bump,https://www.washingtonpost.com/news/the-fix/wp/2016/04/14/the-democratic-debate-in-brooklyn-drove-a-lot-of-people-in-vermont-to-google/,The Democratic debate in Brooklyn drove a lot of people (in Vermont) to Google,"Vermont loves Bernie Sanders. Loves him. Looooves him. Vermont loves Bernie Sanders so much that during a presidential debate in Brooklyn, N.Y., a few days before the New York primary and weeks after Sanders already won the primary in Vermont, the state that was conducting the most searches for Hillary Clinton and Sanders on Google was the great state of Vermont. The top metro areas in the New York region? Burlington, Vt.-Plattsburgh, N.Y. The person who drove the most Google searches? Bernie Sanders -- in New York, Vermont and everywhere else. Unlike most previous debates, there were noticeable spikes in search interest during the commercials. People watched, then went to search once the debating stopped. The biggest spike was in searches for Sanders after the thing ended. The biggest spikes   the debate were when Clinton and Sanders were talking about tax returns and Sanders was talking about his not-very-cordial relationship with big business. (There weren't many searches for Clinton's speech transcripts. There were for her taxes, which she told people to go check out.) The top   moment came shortly after, when the two were discussing the minimum wage (it's the other big Clinton spike on the graph above). Our idea with this whole ""what are people Googling"" experiment was that people would see something in the debate and then go to Google to learn more. We hoped to learn what things were resonating with voters (or, at least, with the people watching). The answer in this case appears to be that Vermonters were tuning in to watch what may be the last debate in which Sanders participates. And then, for some reason, they Googled to find out how tall he is. As people always do.",April 14,,google
Washington Post,Emma Brown,https://www.washingtonpost.com/news/education/wp/2016/02/16/google-says-it-tracks-personal-student-data-but-not-for-advertising/,"Google says it tracks personal student data, but not for advertising","What does Google do with the personal information it collects from children who use Google products at school? That has become a pressing question for privacy advocates as Google has quickly grown into one of the nation’s largest providers of educational technology in K-12 schools. Now Google has provided some answers to that question in a seven-page letter to Sen. Al Franken (D-Minn.), the ranking member of the Judiciary Subcommittee on Privacy, Technology and the Law. Google does not use K-12 students’ personal information to serve targeted advertisements, the company says in the letter, which was signed by Sue Molinari, Google’s vice president for public policy and government relations. But Google does track data from students for other reasons, including developing and improving Google products, the company wrote. Such tracking happens when students are signed into their Google Apps for Education account but are using certain Google services — such as Search, YouTube, Blogger and Maps — that are considered outside Google’s core educational offerings. Thousands of K-12 schools and universities — and more than 30 million students and teachers — use Google’s Apps for Education, which the company provides to schools free of charge. Franken said that Google’s response was “thorough,” but said he will seek further clarification from Google about some of its privacy policies regarding student data. “Google’s response to my questioning was thorough, and I appreciate its engagement on this topic,” Franken said in a statement. “But I’m still concerned about what exactly Google does with the information it collects and processes from students who are browsing outside websites—like YouTube—while logged in to Google’s education services. I’m also still interested in whether or not Google can provide parents and students with stronger privacy protections—for example, by allowing students to ‘opt-in’ to data collection. I plan to continue working with Google to clarify some of its policies, because it’s important for the privacy of our students.” The company also said that it does not sell student data to third parties and does not share students’ personal information except in a few circumstances outlined in its public privacy policies — such as when schools ask the company to share the data, or the law requires it. The letter came in response to a request from Franken last month that Google provide detailed information about its student privacy policies, voicing concern that children’s personal information was being collected and used without parents’ knowledge or consent. “I believe Americans have a fundamental right to privacy, and that right includes a student or parent’s access to information about what data are being collected about them and how the data are being used,” Franken wrote in his  to Google CEO Sundar Pichai. Franken asked Google to explain not only whether it is targeting ads to students now, but whether it has ever done so. The company answered that question obliquely, writing that while ads in its educational services have “always been off by default,” in 2014 the company took the “ ” of removing administrators’ ability to turn on ads. The “additional step” refers to a blog post that Google published in April 2014 after facing a lawsuit alleging that Google had illegally scanned student emails for commercial gain. The blog post said that the company had “permanently removed all ads scanning” in its email service for schools. Privacy advocates saw it as a tacit admission that the company had indeed been scanning student emails in order to target ads. The lawsuit, which was framed as a class-action case on behalf of virtually all users of Google’s education apps, ended in 2014 after a federal judge declined to certify the class. The company is now facing similar allegations in a case filed last month by four students and alumni from the University of California-Berkeley.     Nate Cardozo, a lawyer for the Electronic Frontier Foundation, a San Francisco-based privacy group, said that the letter is the first time that Google has made an unqualified statement that it does not target ads to K-12 students. That could mean that the company did target ads until recently, but its practices have now changed, Cardozo said. The Electronic Frontier Foundation alleged in a December 2015 filing with the Federal Trade Commission that Google is gathering information about nearly everything that students are doing while signed into their school-based Google accounts. Cardozo said he believes that Google’s tracking of data when students use Maps, Search and other such applications amounts to collection of student data without parental knowledge or consent, which he said he believes is a violation of the voluntary Student Privacy Pledge that Google signed. In its letter to Franken, Google says that administrators have the authority to decide which apps students may use, and can only allow access if parents consent. Read Google’s letter:",February 16,,google
Washington Post,Brian Fung,https://www.washingtonpost.com/news/the-switch/wp/2016/03/14/i-rode-in-googles-self-driving-car-this-is-what-impressed-me-the-most/,I rode in Google’s self-driving car. This is what impressed me the most.,"Google's self-driving car knows how to run yellow lights. But unlike regular humans, it doesn't have to guess whether it'll beat the countdown. Instead, it turns what for many of us is a split-second decision based on experience and guts into a heavily calculated dance of probability, speed and trajectory. Roughly 230 feet before it hits an intersection, it scans the light with its cameras and, based on the thousands of other data points it's tracking in its surroundings, the car will make the right call. I saw some of this stuff first-hand Sunday during SXSW, when I met a team from Google — sorry,   — for a private demo in north Austin. Here's what it's really like to use the technology that's poised to reshape how we commute, run our businesses and even design our cities. The first thing you notice when you get into one of Google's modified hybrid Lexuses is a long, black bar sitting on the dashboard. This displays the time — in the iconic   you see on Android smartphones — as well as a graphical representation of the car and its surroundings. This isn't your average GPS navigation screen, though. This one rendered buildings and obstacles as tiny, shimmering white dots, as if they were cobwebs that had clumped together to form little rectangles and squares. And they constantly refreshed based on what the car's sensors saw. As we began moving, new readings added new dots to the screen, while others faded away. The overall impression was one of a constantly undulating ocean of data — which, of course, it was. We paused at the edge of the parking lot before the Googler behind the wheel, Gavino Nastor, warned me he was about to turn on the autonomous mode. ""You'll just have to trust that my feet are off the pedals, okay?"" said Nastor. The whimsicality of his corporate title — Road Warrior — seemed to belie a deadly seriousness about what Google was trying to do to the car industry. I was told I couldn't take any pictures or video from the inside, so I'll have to make do with written descriptions. To the left of the steering column, there's a button to enable the car's autonomous drive, and a button that Google calls its "" "" — a vertical bar that lets the driver manually accelerate the car to match the speed of traffic while autonomous mode is turned on. Push up to go faster; push down to go slower. On the steering wheel, there's an  . Nastor pressed the ""on"" button, and away we went. As we glided into a left turn and onto West Anderson Lane, a bustling four-lane thoroughfare, one thing became immediately clear: The car brilliantly grasps the basic mechanics of driving, but it hasn't yet mastered the   of it. It's got a bit of a lead foot, so your head gets thrown back a bit as it accelerates like a teenager with a new license. Same with the braking: Where experienced drivers know to lift their foot off the pedal slightly at the end to avoid giving themselves whiplash, Google's car brakes rather aggressively. Google expects these quirks to be ironed out in the long run. Part of the reason why the car accelerates so quickly is because it tends to wait a second after a light turns green to allow any red-light runners or crossing pedestrians to clear out. Safety first, human-like later, Nastor said. You may notice that the car I rode in isn't the pod-like prototype car that Google has also been working on. (Nastor said other testers have likened the prototype to toasters, koala bears and marshmallows.) But although Google's long-term vision is to make the steering wheel obsolete — it's safer to do so, company officials have argued, because humans are fallible — realistically there may need to be some intermediate step that eases people into that future. And if so, then the modified Lexus would represent a reasonable first stab at it. Other than that slight choppiness, the rest of the ride went remarkably smoothly. We tooled around small residential streets — which represent some of the toughest conditions for Google's computer because of all the random events that can occur in those zones — and the Lexus glided around parked cars, yielded for pedestrians and even did the equivalent of nodding to oncoming cyclists. They couldn't see that, of course, but a laptop hooked up to the car showed that it acknowledged two green squares on the other side of the street. The colors that you sometimes see in those Google screencaptures really mean something. Pink indicates objects that are being detected by the car's lasers; blue means objects that are being picked up by radar; and green means that the lasers and the radar readings match, or ""cross-validate."" Even without lane markers in the residential area, the Google car was able to stay centered thanks to all the other readings it was gathering from the environment. And none of the data it was using had been drawn from Google Maps or Google Street View. Google Maps isn't helpful because the car has to physically drive the preplanned route a couple of times before it's ready to perform the task on its own. And Street View images don't provide enough depth — they offer only a 2-D image whereas the car needs a constant 3-D picture. Jennifer Haroon, head of business for Google's self-driving cars, explained Sunday that there's another reason the cars don't talk to Google Maps or the rest of the Internet. ""That was a security decision,"" Haroon said. The less insulated a car's driving systems are, the more exposed it is to potential hackers. And with these cars making life-or-death calls on behalf of human beings, that's a dangerous thing. As we pulled back out onto the main road, the engineers explained that Google's car comes with two routing programs — a ""long-term router"" that acts much like the GPS device on a normal car, and another, short-term router that makes decisions on when to speed up, slow down, turn and execute other maneuvers. Most of the magic in a driverless car happens in the short-term router, calculating predictions 10 times per second. If the short-term router determines that there's an accident ahead or it's more efficient to take a different route, the long-term router adapts. ""It's always going to follow the short-term router's decisions,"" the engineers said. Our ride took a little less than 15 minutes. But even in that span of time, I realized I'd spent more of my attention asking questions than worrying whether the car was going to roll out into an intersection without looking. My eyes had mostly been glued to the laptop displaying technical data about the car, because what I was feeling in my seat, and seeing out the window, seemed completely normal. Within minutes, I was already trusting the car — partly, of course, thanks to the fact that I had Google engineers with me who seemed pretty relaxed themselves. The average consumer won't have the benefit of someone holding his or her hand when driverless cars reach the market. But the best technology leaves you wanting more — and that's exactly what this did.",March 14,,google
Washington Post,Michael Cavna,https://www.washingtonpost.com/news/comic-riffs/wp/2016/03/21/d-c-student-wins-national-google-doodle-contest-with-art-that-invokes-black-lives-matter/,Today’s winning Google Doodle invoking Black Lives Matter was designed by a high school sophomore," month, Akilah Johnson was “surprised and overwhelmed” when she learned that she was a national finalist in the   for elementary through high school students. Imagine how she feels now. Akilah, a sophomore at Eastern Senior High School in Northeast Washington, has just been named Google’s big winner in the national contest, topping the 53 state and territory champions, whose work had been culled from about 100,000 student entries. “It is   overwhelming,” Akilah tells The Post’s Comic Riffs, minutes after receiving the news Monday during a ceremony at Google headquarters in Mountain View, Calif. “I was so excited, I started crying,” Akilah says. “I didn’t even look at anybody — I was just looking at the framed copy [of the Doodle] they gave me.” Akilah is the contest’s first winner from Washington, as D.C. was not eligible to enter the states-only competition in past years. (The Post’s Comic Riffs had joined the chorus of voices urging that the District be included.) This year’s contest theme was: “What makes me…  Akilah drew a box-braided Doodle, titled “My Afrocentric Life,” using color pencils, black crayons and Sharpie markers. The Doodle includes symbols of black heritage and signs representing the Black Lives Matter movement. “Although it felt like forever making this picture, it only took me about two weeks,” Akilah told Comic Riffs last month. “I based this picture off my lifestyle,” she stated as part of her entry, which is featured today on Google’s home page. “As a child, I attended Roots [Public Charter School] and Roots [Activity Learning Center], so I was raised in the ‘Afrocentric lifestyle,’ ” Akilah told The Post, referring to educational institutions in Northwest Washington that tout “culturally relevant curriculum” and the aim to serve “the specific needs of children of African heritage.” “One of my teachers from Roots, Baba Camera, is really [who] made me look at art in a different way,” Akilah said. “As I grew older, I … realized that the black people [who] came before us … made us into what we are today, so of course I had to include them in some way.” (“Of all the things I chose to include,” Akilah writes on  , “the six most special to me are the Symbol of Life [the ankh], the African continent, where everything began for me and my ancestors, the Eye of Horus, the word ‘power’ drawn in black, the woman’s fist based on one of my favorite artist’s works, and the D.C. flag — because I’m a Washingtonian at heart and I love my city with everything in me!”)     Another art teacher crucial to Akilah’s creative journey thus far is Zalika Perkins, who personally urged Akilah to enter Google’s contest. “She just went with it,” Perkins tells The Post of Akilah’s response. “I thought she would do a great job. She made deadline … and created a beautifully layered piece.” Perkins’s only concern: “I thought it was so culturally rich that I didn’t know if people would appreciate it.” Akilah’s composition reflects bright childhood themes on the left, then moves into more serious reflections on society. “Just as we read from left to right, my goal was to make the picture turn heads from the color to the meaning,” Akilah told Comic Riffs last month. “I have a book that I use that’s full [of] quotes, and the one I went by for this picture was: ‘Be the type of person [who] not only turns heads, but turns souls.’ ” And today, all eyes were turned toward Akilah, who brought her mother, Tikecia Johnson, and Perkins along on the trip to California. “I never imagined we would be here,” Perkins says today, “but she totally earned it.” Besides seeing her work spotlighted on Google’s home page, Akilah will receive a $30,000 college scholarship, and her high school will be awarded a $50,000 Google for Education grant “towards the establishment and improvement of a computer lab or technology program.” She also will get to meet with professional artists at Google’s headquarters. “I’m excited about the scholarship,” Akilah says, “and I’m excited about [being on] Google’s home page even more.” And what does she hope millions of Google users will take away from viewing her Doodle? “I hope they feel inspired,” Akilah says, “and try to understand the picture as I want them to understand it.” The contest’s celebrity judges included athletes Steph Curry and Alex Morgan; astronaut Yvonne Cagle; performers Julie Bowen and B.J. Novak; and animator Glen Keane (“Tangled”). Eastern High celebrated Akilah with an assembly last month, when she was announced as a finalist. “I’m very goofy, so I just started going around smiling and telling everyone, even the people I didn’t know,” Akilah said in February. “Before the assembly started, I was pretty nervous, but after a while, I warmed up and it felt great to have all of my peers support me.” Just imagine all the support she’ll feel now.      ",March 21,,google
Washington Post,Hayley Tsukayama,https://www.washingtonpost.com/news/the-switch/wp/2016/03/24/why-google-would-care-about-making-a-keyboard-for-the-iphone/,Why Google would care about making a keyboard for the iPhone,"Google is building a software keyboard for use on the iPhone and other iOS devices,   -- though it's not yet clear if it will be released to consumers. Why would the company be interested in making a keyboard for its archrival? Google did not immediately respond to a request for comment. It’s not as weird as it may sound. Google does, of course, make plenty of apps for the iPhone already, for everything from maps to its many Google Drive applications, that feed directly into popular services that millions already use. According to Newton, this keyboard would serve a similar purpose by incorporating Google’s search engine directly into the keyboard. That would be convenient for the vast majority of people who prefer to use Google for searches. It would also give the company yet another point of contact with consumers. Google has an undeniable lead in the search game, but that business is changing significantly as people have started using their phones to search, rather than their computers. Google feels the effects of that in a couple ways. For one, mobile ads don’t cost as much as desktop ads and therefore deliver lower returns for Google. While the firm isn’t exactly in trouble, having pulled in   in revenue that its parent company Alphabet reported last month, this shift is still a point of concern for Google. The other issue is that app use has increased, decreasing the mobile searches overall. As Newton reported, as people turn more to apps, they’re using search engines less often. It’s pretty normal behavior for someone to search for “Twitter” or “Facebook” rather than navigating directly to the site on a desktop. But if someone’s on their phone, it’s likely that they’ll just tap on the dedicated app rather than going to the mobile Web version of those sites. The same is true for review websites such as Yelp or travel sites such as Expedia. Building search directly into the keyboard, however, could help Google boost mobile searches just by making a search super-convenient. Newton reported that Google’s also looking at incorporating other features such as GIF and image searches, which would add even more value to the program. Apple started allowing third-party keyboards on the iPhone from iOS 8, opening its user base to a number of smaller companies that make keyboards with features that Apple doesn't offer in its stock keyboard. Adding a new keyboard does require users to do a little bit of fiddling with their settings, but many companies such as Swype have    in users since Apple changed its policies.",March 24,,google
Washington Post,Brian Fung,https://www.washingtonpost.com/news/the-switch/wp/2016/03/29/google-fiber-is-officially-adding-phone-service-for-10-a-month/,Google Fiber is officially adding phone service for $10 a month,"Many people can already buy TV and Internet service from Google Fiber. Now, the company that brought gigabit speeds to Austin and Kansas City is moving deeper into the telecom industry by offering its own bundled telephone service. For $10 a month, Google Fiber customers soon will be able to buy an add-on known as   — a service that, according to a company blog post, appears to mimic much of the functionality of Google Voice. Voicemail on Fiber Phone can be automatically transcribed and sent to your email. You'll get unlimited domestic calling, as well as international calls at Google Voice's rates. And you'll have access to one phone number that can be set up to ring all of your phones — whether landline or mobile. A series of   first uncovered Google Fiber's plans to move into phone service. But now the decision is official: Fiber Phone will roll out gradually across all of the company's existing markets. The company declined to name the initial launch markets, saying those details will come later. The service comes with a little black box that sits beside your home phone. It has both ethernet and phone jacks, and will work with most handsets except for old rotary phones, according to Kelly Mason, a company spokesperson. Google Fiber's effort to draw in phone customers highlights how the company is becoming more like traditional service providers even as many telecom companies are looking to become more like Internet content firms. Even providers of cellphone service have been shifting their focus away from voice and toward the more lucrative provision of mobile data. Reports this week   T-Mobile may soon unveil new phone plan options that eliminate voice service entirely to give you a bigger bucket of data. Fiber Phone fits within these trends in that it would help customers add some cloud-based functionality to their home phones. But it's not immediately clear why consumers would pick Fiber Phone over Google Voice. The two services share many of the same features, but Fiber Phone carries a subscription cost and requires an at-home installation that you don't need with Google Voice. In this respect, Google Voice might be considered a ""better"" service. Fiber Phone could be appealing to those who currently buy their Internet and television from Google Fiber, but still have their landline phone tied to another provider, such as Verizon. Signing up for Fiber Phone would allow those Americans to eliminate one more bill from their lives and consolidate their services into a double- or triple-play deal with Google Fiber. But   show Americans are largely moving away from landline service anyway, embracing a cellphone-only approach. Forty percent of U.S. adults now use their cellphones exclusively. Fiber Phone is more than a simple landline substitute, of course. But to really make the most of it, it seems like you would A) need to be already subscribed to a landline service with another provider and B) want to continue having landline service.",March 29,,google
Washington Post,Karen Turner,https://www.washingtonpost.com/news/the-switch/wp/2016/03/31/using-google-maps-may-reduce-the-amount-of-grey-matter-in-your-brain/,An accidental invasion of Costa Rica and other errors made by relying on Google Maps,"A Google Maps error has been sending tourists seeking ""Mt. Rushmore, SD"" to the wrong location for nearly five years now. Storm Mountain Center, a retreat center located some 13 miles from the real Mt. Rushmore, has repeatedly asked Google Maps to update the Mt. Rushmore address. But whatever fixes proved temporary for unknown reasons -- and as of this writing, the address is still wrong. Eventually, the center has resorted to installing a large sign at the front of their driveway instructing travelers that their electronic devices are wrong about Mt. Rushmore’s location. Despite this, guest services manager Ashley Wilsey told the   that she regularly encounters a near-constant flow of tourists mistakenly navigating to the center. Although Google Maps is fast becoming the ultimate authority on navigation, the program is proving vulnerable to mistakes and hackers with results that at times can be catastrophic. One of the latest blunders involved a company accidentally bulldozing the wrong house due to faulty Google Maps directions. Google took responsibility for the maps error. In this case, two different houses were shown as being in the same location, a Google spokeswoman told  . In 2010, Nicaragua blamed an   of Costa Rica on incorrect Google Maps information. These cases shed light on the software's susceptibility to errors and hacks. Google Maps is   layers of information obtained from satellite images as well as photographs taken by Street View cars, which have driven and photographed more than 7 million miles of roads.  Google also crowdsources location information through  , which allows users to directly update local addresses and details. An unknown number of people are employed by the company to   these maps for inaccuracies. But despite this multi-faceted system, location bugs and mistakes still happen. Trolls and pranksters have   of the crowdsourced feature by changing businesses to offensive names or by doodling on the map interface. One showed the mascot for Google's mobile operating system, Android, urinating on the Apple logo in an area of Pakistan. More explicit hacks have also proved that Google Maps is easily accessible to outsiders. Cyber security consultant Bryan Seely revealed vulnerabilities in Google Maps in 2014 when he hacked into Google Map's business listings and changed the phone number for the San Francisco FBI office and Washington D.C. Secret Service. In a  article, Seely described a world of con artists who exploit the feature's vulnerabilities with ease by switching business listings and conning unsuspecting callers. He blames Google's less-than-stellar verification system. ""Who is gonna think twice about what Google publishes on their maps? Everyone trusts Google implicitly and it's completely unwarranted and it's completely unsafe,"" Seely   in an interview last year. He also mentioned that he has been paid by companies like Microsoft to spam Google Maps in the past. Then there's the human error element, such as the   of American tourist, Noel Santillan, who drove six hours in the wrong direction in Iceland through wintery conditions due to a small spelling error he entered into Google Maps. For those misguided Mt. Rushmore tourists, even a large metal sign instructing them to turn around couldn't deter them from total GPS obedience. Some researchers have suggested that   is becoming more and more common, and are worried about unforeseen effects. Are we collectively losing our learned sense of direction? Neuroscience studies suggest that yes, Google Maps and GPS systems may indeed be negatively impacting our brains.   at McGill University compared the brains of GPS versus non-GPS users and found that non-GPS users had more grey matter and higher functionality in their hippocampuses than those that relied on their devices. The hippocampus is responsible for memory and spatial navigation, the latter of which uses visual cues to create a cognitive map that assists with directionality. An earlier study showed that London taxi drivers, well-versed in the complex map of the city, had much larger hippocampuses than non-taxi drivers. There is also some correlation between those with a more developed hippocampus and lower chances of Alzheimers. Veronique Bohbot, a neuroscientist who worked on McGill's GPS study, suggests that we limit our GPS use to new destinations only and attempt to build up our cognitive maps by navigating to frequently visited destinations on our own, she said in an article on  . Given recent errors, our memories might wind up being more accurate than Google Maps itself.",March 31,,google
Washington Post,Associated Press,https://www.washingtonpost.com/business/technology/google-to-test-self-driving-cars-in-phoenix-area/2016/04/07/fa28a32a-fcf8-11e5-813a-90ab563f0dde_story.html,Google to test self-driving cars in Phoenix area,"CHANDLER, Ariz. — Google is bringing its self-driving vehicles to Phoenix to see how the SUVs perform in Arizona’s sweltering summer. Four of Google’s self-driving vehicles are being driven around Phoenix this week, mapping portions of the metro area ahead of letting the cars loose. Google officials say they will begin having the cars drive in Chandler.  “I’m honored that Google selected Chandler as the first city in Arizona to continue testing its self-driving cars project,” said Chandler Mayor Jay Tibshraeny in a statement. “Google is a perfect fit; adding to our growing list of technology companies doing business in Chandler. This decision by Google cements our reputation as the premiere innovation and technology hub of the Southwest.” Google officials say they hope to see how the cars work in high temperatures and in the massive dust storms that occasionally occur in the summer.  “Also, in some communities, there are golf cart crossings, I understand,” said Jennifer Haroon, head of business operations for the Google Self-Driving Car project. Tibshraeny said the city first talked to Google a little over two weeks ago, and within 10 days they were notified that the cars were coming to town. So far Google has 54 vehicles driving themselves, with Google workers as passengers, in Mountain View, California, — where Google is based — Austin, Texas, and Kirkland, Washington. The self-driving cars are easy to spot by their extra equipment on the roof and their extra courteous manner of driving. Haroon said Arizona has provided a good environment for self-driving vehicle research. On March 9, Gov. Doug Ducey announced the creation of a Self-Driving Oversight Committee to advise the Department of Transportation, the Department of Public Safety, universities and other public agencies on how to advance self-driving vehicles on public roads. Copyright 2016 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",April 7,,google
Washington Post,Jeff Amy | AP,https://www.washingtonpost.com/business/technology/appeals-court-rules-mississippi-can-resume-google-inquiry/2016/04/09/ae75b6b8-fe86-11e5-813a-90ab563f0dde_story.html,Appeals court rules Mississippi can resume Google inquiry,"JACKSON, Miss. — Mississippi’s attorney general can resume an investigation into whether Google facilitates illegal behavior, an appeals court ruled. The 5th U.S. Circuit Court of Appeals on Friday overturned a district judge who had sided with Google. U.S. District Judge Henry T. Wingate ruled last year that the unit of Alphabet Inc. didn’t have to answer a subpoena by Mississippi Attorney General Jim Hood. Hood began complaining in 2012 that Google wasn’t doing enough to prevent people from breaking the law. In October 2014, he sent a 79-page subpoena demanding Google produce information about a wide range of subjects, including whether Google helps criminals by allowing its search engine to lead to pirated music, having its autocomplete function suggest illegal activities and sharing YouTube ad revenue with the makers of videos promoting illegal drug sales. Instead of complying, Google sued. The appeals court also dissolved the lower judge’s injunction that had barred Hood from bringing any civil or criminal lawsuits against the Mountain View, California-based company, saying that a mere subpoena wasn’t enough to rule that Hood was acting in bad faith.  “This injunction covers a fuzzily defined range of enforcement actions that do not appear imminent,” Chief Circuit Judge Carl E. Stewart wrote for a three-judge panel. “We cannot on the present record predict what conduct Hood might one day try to prosecute under Mississippi law.” The judges also noted that Hood would have to go to state court to force Google to comply with the administrative subpoena and that Google could challenge Hood’s requests then. It wasn’t a complete win for the Democratic attorney general, though. The appeals panel rejected a call by Hood to toss out the entire federal lawsuit by Google, which claims it can’t be sued under the federal Communications Decency Act for what others post on the Internet. Google also claims Hood’s investigation is tainted by a close association with the movie industry. Wingate had ruled Hood’s subpoena was retaliation for Google not knuckling under his demands. The judges said they weren’t ruling whether Hood’s subpoena is reasonable, whether Hood’s actions are sufficient to allow Google to sue, or whether Google was immune federal law. Hood spokeswoman Rachael Ring declined comment Saturday, saying Hood plans to discuss the ruling at a Monday news conference. A number of other attorneys general had asked the appeals court to dissolve the injunction, saying it was a blow to the investigative power of all states. It’s unclear whether Google will appeal.  “We’re reviewing the implications of the court’s decision, which focused on whether our claim was premature rather than on the merits of the case,” spokesman William Fitzgerald wrote in an email Saturday. Google has argued Hood wants to censor the Internet and violate Google’s constitutional rights. Leaked documents indicated that the Motion Picture Association of America helped draft the subpoena. The movie industry and Google have been at odds over copyright law, with studios failing to win more restrictive federal laws. Hood has defended his cooperation with the movie industry, saying he’s working with victims of crimes. ___ Online: U.S. 5th Circuit ruling: http://1.usa.gov/20qx02e ___ Follow Jeff Amy at: http://twitter.com/jeffamy. Read his work at http://bigstory.ap.org/author/jeff-amy Copyright 2016 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",April 9,,google
Washington Post,Brian Fung,https://www.washingtonpost.com/news/the-switch/wp/2016/04/11/google-fibers-dropping-its-free-internet-plan-in-kansas-city-for-this/,Google Fiber’s dropping its free Internet plan in Kansas City for this,"Maybe you've heard: Google Fiber will soon be dropping support in Kansas City for its lowest-level Internet plan. That subscription tier allowed customers to access the Web for a fantastic $0 per month, after they'd paid a $300 installation fee (which itself could be broken into monthly installments). In exchange, subscribers received a 5 Mbps connection — fast enough for a single Netflix stream and basic Web browsing, perhaps, but not a whole lot more. That plan has already vanished from Google Fiber's website for Kansas City. Right now, the company is advertising instead a $50-per-month plan that gives you speeds of 100 Mbps — a connection that's 20 times faster than the free plan, and much more expensive. But for low-income Kansas City residents, that won't be the only alternative replacing the free Internet plan. As part of Google Fiber's bid to provide more access to the poor, the company will begin offering on May 19 a new product to select needy areas as identified by the Census Bureau, the Federal Communications Commission and data from other sources. Here are the details, as confirmed Monday by Google Fiber: The plan will cost $15 per month and will offer symmetrical speeds of 25 Mbps (that's 25 Mbps on downloads as well as uploads). It'll only be available to eligible areas where a significant percentage of households lack residential Internet access, the company said. Those who live in the designated regions will be automatically able to sign up for the $15 plan and won't have to pay for installation, equipment rentals or other fees. This is on top of existing agreements to provide Google Fiber for free to public housing projects   with the Obama administration. Is this $15-a-month plan a good deal for low-income consumers who aren't covered by that partnership? Well, while the product isn't free, it does meet the FCC's current definition of broadband, which is set at 25 Mbps for downloads and 3 Mbps for uploads. The fact that Google Fiber will be providing a symmetrical connection is a plus — it means users will be better able to create online content, such as videos, art and other media. The price is also pretty competitive. Broadband prices vary by location and provider, of course. But just a quick check of a couple Internet providers' websites suggests that on a cost-per-Mbps basis, the new Google Fiber tier is pretty affordable. Comcast's program for low-income Americans, Internet Essentials, provides speeds of 10 Mbps for $10 a month, working out to about $1 per Mbps. To other consumers, Comcast also advertises a 25 Mbps connection for $40 a month (so about $1.60 per Mbps). Verizon, meanwhile, sells a 50 Mbps connection for $50 a month, so roughly also $1 per Mbps. By comparison, the price of Google's speed tier for low-income Americans works out to roughly 60 cents per Mbps.",April 11,,google
